sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,manutencao
0.24893651176263887,92.27083138358523,100.29177413480667,67.51908386717007,7499,0
0.8890768988773254,69.04169191266588,96.07093449535698,70.61009833288111,600,0
0.5656319677162828,66.37287883853756,93.65185522173292,31.75134598783265,6919,0
0.8458189459862906,81.89015115767832,101.91593776363592,46.480097669439424,4032,1
2.15671938767187,60.117687149219584,97.46179049010794,50.20636693328085,8036,0
0.49819737022868504,87.74020657431393,104.71306274025497,53.31445462258211,434,1
-0.74152128085313,69.50541737327222,100.69330475875972,43.90013291137399,1265,0
0.2635452935450979,82.6421082929698,103.24833851207914,36.88149183676935,5237,0
0.40822272757449607,74.12143332583435,101.18710247228182,47.95534377260371,8369,0
-1.1484928703964288,82.4539921397296,95.90125256425,48.25921329650104,6785,0
0.6985550066436206,96.43135970267377,103.53238616726944,50.95306352482067,2547,1
0.3474477639474289,76.87549028347779,101.95938510121704,52.6105725824831,2160,0
0.694563883140568,60.21488706871893,105.84015344821752,56.92619713701685,1048,1
3.255405704138818,84.46720910307442,105.96038790193636,60.25621347369866,1875,1
-1.07665671518887,69.57419422548104,102.8230819906502,34.768876636555355,4076,0
1.508023816763335,84.19113336257776,105.29191011092924,48.59384652782641,4980,1
-1.3132448167746722,83.80522356573545,98.90514507103758,44.15335001029931,2209,1
-1.2418602821719398,78.17708400577203,101.01374710522626,40.94270903441057,8464,1
-0.8013176828279528,89.55145653993962,103.02682772055509,53.876005024198776,5273,1
-1.5345731870113664,51.20216468786377,90.98649731473076,51.382011406009795,9079,1
0.7880640115472756,81.85739857916215,105.27157158000115,58.04536583918045,4139,1
-0.3738790667027159,66.57862814081908,106.19393887967513,71.06776185827864,4033,1
-1.067831376724459,69.4184191900045,100.56385825592018,54.955121012141234,836,0
1.3379898761187534,69.00767268732722,101.03535269605085,55.99278516341192,2852,0
0.21087328775775793,76.72587474914194,99.16833831083272,63.5751238193598,3345,0
2.4818718072866455,94.36993312206542,101.66471018989445,47.8492923770317,8692,0
-0.4874798429300944,72.13989877260565,100.72335795214998,26.41763908014579,733,0
-1.0962406499028527,61.48402078170813,95.99242054808812,32.02456266201885,7114,1
-0.5027143377012787,56.93286779494068,90.20714023973309,37.944833863379614,7407,1
-0.40261097712251115,76.78109322651925,93.08064699406891,38.94673349022744,9372,1
-0.5584596299571254,76.00403035782216,99.01733857681377,55.60487034198637,4766,0
0.5293972670667296,83.99095606797296,103.82995975031197,41.96638503643965,7380,1
0.944406886250581,81.42757930510575,109.47500809814632,34.770604900161715,498,1
1.3475366078178839,79.60341730360466,103.87219610480454,53.83031290401528,8037,1
-0.09389806637215803,45.884469406441674,97.20761954571564,71.251679432085,5978,0
-0.26980730550382026,78.35335924995829,109.92428622607078,38.941548603654645,2108,0
2.0767696919151617,82.36457565193253,103.91395398107824,51.41452095722472,734,1
0.48781493803209636,71.27582762261815,97.41194418798061,53.081631819905894,5440,1
0.86974706747319,73.72769957418001,101.52954599831959,58.270750630515636,4414,0
-0.7189198640796444,73.20160281825858,100.56905801188384,54.75809170839601,6969,1
0.5652828872182696,81.87611796410171,100.95466218217906,41.22850018994355,543,0
0.02886802550213648,88.6536503474652,96.5222709564468,50.32701548088142,8403,1
0.5185668486552015,62.894849945608705,100.00314626678839,28.1114291851545,6587,1
-1.581059627902793,90.07960701647295,104.99895091106055,54.112960099450916,2919,0
-1.0225244635110537,79.1475557006043,103.81296941230107,34.663264633233375,9039,1
0.7984236023273177,73.17052349297022,99.1905657335387,40.489724636897634,2215,1
-0.6170989977462666,80.26362963156447,98.97767597957846,57.04591483835232,3742,1
0.4657575428061299,63.638046453238466,95.074012312882,60.47888884535944,4397,1
-0.3531539707219318,76.32863992005727,98.29217579519737,52.9242805393572,393,1
-0.8403450955214665,78.14017509964135,106.87998280249943,41.38702547503467,9921,1
0.6055281758237855,78.62389411434849,97.36102076772592,75.29030043102763,1023,0
-0.163640369323145,66.16242564223444,96.73449244137932,61.32336561410308,1648,0
0.05711840817589969,79.56966228404706,111.94094605490132,36.721836466874535,5822,0
0.7844229974986333,89.79475368152654,102.4450451463029,38.16651097146832,5769,1
-0.19240343159609735,75.76925610475935,99.18186214844411,40.93266757879328,3064,1
1.771064380032564,82.81361644965489,102.15360247708256,33.15596409083655,4611,1
-0.9188906459822866,86.01852953950257,103.26804657032793,50.51491380470609,9044,0
-1.1081776898300069,72.68938110242192,93.89099231118922,40.78629570471026,8345,1
1.4101923457857766,82.49438922133449,102.18986708296238,52.09758997068306,215,1
-0.40885809184458094,77.50808969148993,101.84670506691769,47.65059578295779,8020,1
-0.6410358144560616,80.93840469027721,103.06934447544535,37.71107191480112,7311,1
1.6151906849395647,85.31588879583566,96.3574169839486,30.529998106483326,1160,0
-0.4254685217130948,75.5939783426593,98.19260679824623,30.46737113025925,9806,1
1.600772823743924,58.99263727464515,95.08940897090702,45.18679253190468,9892,1
-0.9552681071915765,74.62332459273904,104.20924166379713,76.66910249760222,5386,0
-0.21331029624535106,74.65174792824547,94.35780237704094,42.07356920979822,5657,1
0.3341688253718506,83.96638939924915,104.96393004217214,66.26859761961161,198,1
-0.9904446443155276,79.49404369555258,101.18925840541054,40.43871046645388,8070,1
-0.9953535513889217,70.23034067428306,94.59743917590639,40.33880224043036,7018,1
-1.3751523245140211,69.97517878938767,100.82028841432331,32.5311673975391,9649,1
-0.5607953259622921,67.98680513008364,98.57932733719866,45.38941631953548,4945,0
-1.7029039863038233,77.45886325471841,104.08774356939922,56.879908649132574,7397,1
0.45338981972341674,85.74811867537026,99.73571481131223,55.18324922949541,4649,0
-0.643152194960255,72.17388860514548,94.33771671064936,59.41102634256101,1855,1
-0.41464019583006506,85.52781383696046,102.95065104193195,50.47568486450055,4738,0
0.3576552816696146,90.52377091422461,105.82416305336416,56.386452689195615,7581,1
-1.4061389706255034,92.97691364029706,109.07962067812561,44.57617121596371,4957,0
0.6826534901992002,76.79865514545126,101.5766648699784,45.46842098473111,9099,1
-1.1997171841418357,82.1159433036495,93.56576354763075,54.653329562148826,1501,0
-0.05158617211356785,67.9330890823378,99.54822886125086,48.83344013629514,6562,0
-0.16759933865249033,57.97128980004238,103.19246945867256,36.77101250174402,3827,0
0.6383530980013868,83.85325370081551,99.99535175432597,49.5577050267705,3527,0
1.0993654609938526,73.48972473760531,103.01435630722055,41.60348918870681,2156,0
0.3703483817252744,91.30767930838583,104.34393483449945,52.88708568504994,5882,1
0.8722877687721174,73.19389376743055,107.50969709244782,61.573135493714176,8036,1
0.9818795537864193,80.8893280897857,103.92474671893942,43.08469191808978,6308,1
-0.23107879961879793,80.1328797128022,102.16711353621743,40.2252747804953,7441,1
-0.08324403579649196,69.2665606271585,93.07349223680097,56.760103014940526,1460,0
-1.504071906830472,61.85943213414758,102.72401136976539,45.35031100916226,6825,0
-1.3204185854556978,88.7709525839423,104.59752775546798,39.77253223891433,8698,1
-1.8286605673655818,72.09235380925544,95.5538368685188,55.63935371668142,7669,0
-1.218556724010723,66.36580005844257,95.74888186108456,33.26330665693272,9318,1
